Cut Edges,Presidential Democratic Districts,Presidential Republican Districts,Presidential Efficiency Gap,Governor Democratic Districts,Governor Republican Districts,Governor Efficiency Gap
746.0,4.0,4.0,-0.02032396908409312,4.0,4.0,-0.015112612012827322
762.0,4.0,4.0,-0.02032396908409312,4.0,4.0,-0.015112612012827289
758.0,4.0,4.0,-0.02032396908409312,4.0,4.0,-0.015112612012827289
744.0,4.0,4.0,-0.00875549590410515,4.0,4.0,-0.003865534019724815
686.0,3.0,5.0,-0.13251538853149442,4.0,4.0,-0.0038655340197248597
662.0,3.0,5.0,-0.13251538853149442,4.0,4.0,-0.0038655340197248484
655.0,3.0,5.0,-0.14071458323691396,4.0,4.0,-0.012101556203879447
620.0,3.0,5.0,-0.14071458323691396,4.0,4.0,-0.012101556203879447
629.0,2.0,6.0,-0.25368044306629023,3.0,5.0,-0.12709675350383048
637.0,2.0,6.0,-0.25368044306629023,3.0,5.0,-0.12757664410251787
610.0,2.0,6.0,-0.27161660572962465,3.0,5.0,-0.1438112247060042
614.0,2.0,6.0,-0.27161660572962465,3.0,5.0,-0.1438112247060042
612.0,2.0,6.0,-0.27112509834775766,3.0,5.0,-0.14325726984626244
600.0,2.0,6.0,-0.26387220190987487,3.0,5.0,-0.1356336140267013
580.0,2.0,6.0,-0.26387220190987487,3.0,5.0,-0.13563361402670132
598.0,2.0,6.0,-0.26387220190987487,2.0,6.0,-0.2560857725226929
598.0,2.0,6.0,-0.26387220190987487,2.0,6.0,-0.2560857725226928
566.0,2.0,6.0,-0.26387220190987487,2.0,6.0,-0.2560857725226928
593.0,2.0,6.0,-0.26387220190987487,2.0,6.0,-0.2560857725226928
577.0,2.0,6.0,-0.26387220190987487,2.0,6.0,-0.25608577252269277
632.0,2.0,6.0,-0.26387220190987487,2.0,6.0,-0.2560857725226928
643.0,2.0,6.0,-0.25599574212060905,2.0,6.0,-0.24795092059203996
649.0,2.0,6.0,-0.25599574212060905,2.0,6.0,-0.24795092059203994
711.0,2.0,6.0,-0.25599574212060905,2.0,6.0,-0.24795092059203994
710.0,2.0,6.0,-0.25599574212060905,2.0,6.0,-0.24795092059203996
662.0,2.0,6.0,-0.25599574212060905,2.0,6.0,-0.24795092059203996
655.0,2.0,6.0,-0.26094074451180943,2.0,6.0,-0.253293855300576
620.0,2.0,6.0,-0.2579373968312738,2.0,6.0,-0.2497910738821538
621.0,2.0,6.0,-0.2622248962527576,2.0,6.0,-0.25446819379028357
670.0,2.0,6.0,-0.256233319448944,2.0,6.0,-0.2501152004679016
654.0,2.0,6.0,-0.256233319448944,3.0,5.0,-0.1308633411304412
657.0,2.0,6.0,-0.256233319448944,3.0,5.0,-0.13270273087147208
657.0,2.0,6.0,-0.256233319448944,3.0,5.0,-0.13087555791576927
659.0,2.0,6.0,-0.25454374353990217,3.0,5.0,-0.12921827463104205
633.0,2.0,6.0,-0.25454374353990217,3.0,5.0,-0.12921827463104205
655.0,2.0,6.0,-0.25454374353990217,3.0,5.0,-0.1331967471281951
671.0,2.0,6.0,-0.25454374353990217,3.0,5.0,-0.1331967471281951
698.0,3.0,5.0,-0.11935175328982892,3.0,5.0,-0.1360936523492297
706.0,3.0,5.0,-0.11935175328982892,3.0,5.0,-0.131978504566213
728.0,3.0,5.0,-0.12586198917017632,2.0,6.0,-0.2534867412733456
747.0,3.0,5.0,-0.1291815923851838,2.0,6.0,-0.2534867412733456
732.0,3.0,5.0,-0.1291815923851838,3.0,5.0,-0.13375537311173885
732.0,3.0,5.0,-0.1291815923851838,3.0,5.0,-0.1337553731117389
755.0,3.0,5.0,-0.1352074173493158,3.0,5.0,-0.13996531780406166
733.0,3.0,5.0,-0.13424785177643048,3.0,5.0,-0.13906882135127488
729.0,3.0,5.0,-0.13424785177643048,3.0,5.0,-0.13894092687986656
740.0,3.0,5.0,-0.13424785177643048,2.0,6.0,-0.2588001895128816
741.0,3.0,5.0,-0.13320405424168094,3.0,5.0,-0.13234119038065512
735.0,3.0,5.0,-0.13320405424168094,3.0,5.0,-0.13234119038065512
743.0,3.0,5.0,-0.13320405424168094,3.0,5.0,-0.13581381161029746
740.0,2.0,6.0,-0.26199626664198333,3.0,5.0,-0.13581381161029746
676.0,2.0,6.0,-0.27537773252495334,3.0,5.0,-0.14628054244053817
693.0,2.0,6.0,-0.27537773252495334,3.0,5.0,-0.14628054244053817
693.0,2.0,6.0,-0.27537773252495334,3.0,5.0,-0.15234808522887489
684.0,2.0,6.0,-0.2758664630289567,3.0,5.0,-0.15315439306055972
647.0,2.0,6.0,-0.27415374647105106,3.0,5.0,-0.15151314430657628
640.0,2.0,6.0,-0.27415374647105106,3.0,5.0,-0.1523541936215386
646.0,2.0,6.0,-0.2694478641181099,3.0,5.0,-0.1475274180931347
639.0,2.0,6.0,-0.2694478641181099,3.0,5.0,-0.1475274180931347
648.0,2.0,6.0,-0.2694478641181099,3.0,5.0,-0.1475274180931347
644.0,2.0,6.0,-0.2743968775551133,3.0,5.0,-0.152349230552499
679.0,2.0,6.0,-0.27433918020394626,3.0,5.0,-0.15234923055249902
654.0,2.0,6.0,-0.27433918020394626,3.0,5.0,-0.15234923055249902
648.0,2.0,6.0,-0.27454405208188704,3.0,5.0,-0.15256493316845635
655.0,2.0,6.0,-0.27454405208188704,3.0,5.0,-0.15256493316845632
679.0,2.0,6.0,-0.27454405208188704,3.0,5.0,-0.15256493316845632
688.0,2.0,6.0,-0.2732808811959087,3.0,5.0,-0.15130507718144942
686.0,2.0,6.0,-0.2732808811959087,3.0,5.0,-0.1513050771814494
673.0,2.0,6.0,-0.2686573795529227,3.0,5.0,-0.1464366882280194
663.0,2.0,6.0,-0.2686573795529227,3.0,5.0,-0.1464366882280194
718.0,2.0,6.0,-0.2488313972323784,3.0,5.0,-0.12684134633555533
733.0,2.0,6.0,-0.24595424322364665,3.0,5.0,-0.12410745884374863
739.0,2.0,6.0,-0.24720754076610973,3.0,5.0,-0.12536616950713217
706.0,2.0,6.0,-0.2473201585905802,3.0,5.0,-0.12536616950713217
720.0,2.0,6.0,-0.2473201585905802,3.0,5.0,-0.1196364971880389
682.0,3.0,5.0,-0.13662485922771941,4.0,4.0,-0.008749318055223873
724.0,3.0,5.0,-0.13662485922771941,4.0,4.0,-0.008749318055223873
734.0,3.0,5.0,-0.13662485922771941,4.0,4.0,-0.010770432478017036
745.0,2.0,6.0,-0.25269742830255626,3.0,5.0,-0.127730117468208
746.0,3.0,5.0,-0.12963823452276269,3.0,5.0,-0.127730117468208
742.0,3.0,5.0,-0.12315761867296092,2.0,6.0,-0.24007720244778497
735.0,3.0,5.0,-0.12962342450748987,2.0,6.0,-0.2462951644054783
749.0,3.0,5.0,-0.12962342450748987,2.0,6.0,-0.24629516440547836
724.0,3.0,5.0,-0.12962342450748987,2.0,6.0,-0.2462951644054783
683.0,3.0,5.0,-0.12962342450748987,2.0,6.0,-0.2462951644054783
680.0,3.0,5.0,-0.12962342450748987,2.0,6.0,-0.24629516440547838
671.0,3.0,5.0,-0.12962342450748987,2.0,6.0,-0.24629516440547838
678.0,3.0,5.0,-0.1319199025007328,2.0,6.0,-0.24833002271176619
713.0,3.0,5.0,-0.1319199025007328,2.0,6.0,-0.24833002271176619
681.0,3.0,5.0,-0.1319199025007328,2.0,6.0,-0.24833002271176619
657.0,3.0,5.0,-0.1319199025007328,3.0,5.0,-0.12082076181582524
658.0,3.0,5.0,-0.1332666882646056,3.0,5.0,-0.12209932475536704
675.0,3.0,5.0,-0.1332666882646056,3.0,5.0,-0.12209932475536704
676.0,3.0,5.0,-0.1332666882646056,4.0,4.0,0.0005053552219624512
656.0,3.0,5.0,-0.1332666882646056,4.0,4.0,0.0005053552219624734
639.0,3.0,5.0,-0.13238796069175113,4.0,4.0,0.0014807891755394536
650.0,3.0,5.0,-0.13238796069175113,4.0,4.0,0.0014807891755394536
691.0,3.0,5.0,-0.13238796069175113,4.0,4.0,0.0014807891755394536
700.0,3.0,5.0,-0.13238796069175113,4.0,4.0,-0.0027679796970073362
722.0,3.0,5.0,-0.13053393190478393,4.0,4.0,-0.001060482714185402
749.0,3.0,5.0,-0.13053393190478393,4.0,4.0,-0.001060482714185391
727.0,3.0,5.0,-0.13504419863932984,4.0,4.0,-0.006637354504590211
713.0,3.0,5.0,-0.12925379120963884,4.0,4.0,-0.0009657119158075806
725.0,3.0,5.0,-0.12925379120963884,4.0,4.0,-0.0009657119158075915
731.0,3.0,5.0,-0.12925379120963884,3.0,5.0,-0.11932162302059025
693.0,3.0,5.0,-0.12925379120963884,3.0,5.0,-0.11932162302059025
708.0,3.0,5.0,-0.1300720445534626,3.0,5.0,-0.1197647734339881
708.0,3.0,5.0,-0.1300720445534626,3.0,5.0,-0.1197647734339881
687.0,3.0,5.0,-0.1300720445534626,3.0,5.0,-0.1197647734339881
659.0,3.0,5.0,-0.1300720445534626,3.0,5.0,-0.1197647734339881
676.0,3.0,5.0,-0.1300720445534626,3.0,5.0,-0.1197647734339881
644.0,3.0,5.0,-0.1300720445534626,4.0,4.0,0.00018200539833839984
597.0,3.0,5.0,-0.1300720445534626,4.0,4.0,-0.0007390941779170803
597.0,3.0,5.0,-0.12538714305549128,4.0,4.0,0.005034863987992215
620.0,3.0,5.0,-0.12538714305549128,4.0,4.0,0.005034863987992215
615.0,3.0,5.0,-0.12538714305549128,4.0,4.0,0.0036753648456487207
605.0,3.0,5.0,-0.12538714305549128,4.0,4.0,0.003675364845648732
616.0,3.0,5.0,-0.12538714305549128,4.0,4.0,0.003675364845648732
626.0,3.0,5.0,-0.13332191727989387,4.0,4.0,-0.003950581621162159
613.0,3.0,5.0,-0.13286434951636045,4.0,4.0,-0.004270890461494688
720.0,3.0,5.0,-0.13286434951636045,4.0,4.0,-0.00427089046149471
773.0,3.0,5.0,-0.13286434951636045,4.0,4.0,-0.004959319789154475
649.0,3.0,5.0,-0.13286434951636045,4.0,4.0,-0.004959319789154497
647.0,3.0,5.0,-0.13286434951636045,4.0,4.0,0.0015113769150240696
626.0,3.0,5.0,-0.13436170376884035,4.0,4.0,-0.0021582399780412666
606.0,3.0,5.0,-0.13436170376884035,4.0,4.0,-0.0021582399780412666
588.0,3.0,5.0,-0.13436170376884035,4.0,4.0,-0.009256192253932935
610.0,3.0,5.0,-0.14406720044430046,4.0,4.0,-0.01924036006369614
603.0,3.0,5.0,-0.1446901467117138,4.0,4.0,-0.019929463111135064
703.0,3.0,5.0,-0.1446901467117138,4.0,4.0,-0.020839507598419706
741.0,3.0,5.0,-0.1442723808642261,4.0,4.0,-0.020212146429493653
710.0,3.0,5.0,-0.14174017679455733,4.0,4.0,-0.017838377927552
737.0,3.0,5.0,-0.1387942179232039,4.0,4.0,-0.01783837792755199
779.0,4.0,4.0,-0.024274540658120052,4.0,4.0,-0.017838377927552
686.0,4.0,4.0,-0.023358170963113805,4.0,4.0,-0.01600799741309544
689.0,3.0,5.0,-0.14369756714644946,4.0,4.0,-0.00915514439285684
642.0,3.0,5.0,-0.14147853319140402,4.0,4.0,-0.006561368157787619
666.0,4.0,4.0,-0.013941161043488992,4.0,4.0,-0.006561368157787594
660.0,3.0,5.0,-0.1380435352740624,4.0,4.0,-0.0054103179151125304
600.0,4.0,4.0,-0.012378395890220762,4.0,4.0,-0.0054103179151125304
614.0,4.0,4.0,-0.012599929035343484,4.0,4.0,-0.0056935946249184475
696.0,4.0,4.0,-0.020234491908486446,4.0,4.0,-0.013611216841447995
698.0,4.0,4.0,-0.020234491908486446,4.0,4.0,-0.013611216841447995
685.0,3.0,5.0,-0.14297403619197482,4.0,4.0,-0.013611216841448002
599.0,3.0,5.0,-0.14198608475648325,4.0,4.0,-0.012382284592303474
613.0,3.0,5.0,-0.14198608475648325,4.0,4.0,-0.012382284592303474
621.0,3.0,5.0,-0.14198608475648325,4.0,4.0,-0.0095689879958618
616.0,3.0,5.0,-0.14198608475648325,4.0,4.0,-0.009568987995861821
608.0,3.0,5.0,-0.14198608475648325,4.0,4.0,-0.009568987995861821
650.0,3.0,5.0,-0.14198608475648325,4.0,4.0,-0.009568987995861821
657.0,3.0,5.0,-0.143423890405887,4.0,4.0,-0.011022027960791521
701.0,3.0,5.0,-0.14026843152682,4.0,4.0,-0.00625283508461541
709.0,3.0,5.0,-0.13118834945465205,3.0,5.0,-0.12114062963799072
714.0,3.0,5.0,-0.13118834945465205,3.0,5.0,-0.12114062963799072
732.0,3.0,5.0,-0.1204696009009426,3.0,5.0,-0.11010276409363942
706.0,3.0,5.0,-0.12549513275018898,3.0,5.0,-0.11531284126172746
748.0,4.0,4.0,-0.009219543049320437,4.0,4.0,-0.00042504670835213714
762.0,4.0,4.0,-0.009219543049320437,4.0,4.0,-0.00042504670835214826
748.0,4.0,4.0,-0.0029487357492170747,3.0,5.0,-0.11202162824284594
785.0,3.0,5.0,-0.13017170361456934,3.0,5.0,-0.12329924819927021
753.0,3.0,5.0,-0.12338933370358371,3.0,5.0,-0.11686940137103394
790.0,4.0,4.0,-0.0064216843306953,3.0,5.0,-0.11686940137103397
798.0,4.0,4.0,-0.0064216843306953,3.0,5.0,-0.13159100946648744
819.0,4.0,4.0,-0.004326992795544654,3.0,5.0,-0.12936602806663133
776.0,4.0,4.0,-0.0025226392681384118,3.0,5.0,-0.12727810247096485
764.0,4.0,4.0,-0.008850526835439132,3.0,5.0,-0.13346208649446428
802.0,4.0,4.0,-0.007865352277811204,3.0,5.0,-0.13244007604682212
805.0,3.0,5.0,-0.14426343314666543,3.0,5.0,-0.14086087104915826
782.0,3.0,5.0,-0.13311087456225607,3.0,5.0,-0.1288800223872588
799.0,3.0,5.0,-0.13311087456225607,3.0,5.0,-0.1288800223872588
802.0,3.0,5.0,-0.1348615417842983,3.0,5.0,-0.13056021214447708
806.0,3.0,5.0,-0.13232285833294766,3.0,5.0,-0.12819664595794236
841.0,3.0,5.0,-0.13590996744882058,4.0,4.0,-0.014059038378649183
821.0,3.0,5.0,-0.1363588960367782,4.0,4.0,-0.014259470012945835
839.0,3.0,5.0,-0.13707502198361643,4.0,4.0,-0.015185273276125415
812.0,3.0,5.0,-0.1343212847688249,3.0,5.0,-0.13023434651217444
813.0,3.0,5.0,-0.1343212847688249,3.0,5.0,-0.13023434651217444
843.0,4.0,4.0,-0.002640502306351337,3.0,5.0,-0.13355616679791626
815.0,4.0,4.0,0.0031594699248700267,3.0,5.0,-0.1277138077846409
838.0,4.0,4.0,0.0011200074050076365,3.0,5.0,-0.12969941717507294
817.0,4.0,4.0,0.0011200074050076365,3.0,5.0,-0.12969941717507294
851.0,4.0,4.0,0.0011200074050076365,4.0,4.0,0.010315632377353256
857.0,4.0,4.0,0.0010484256645222998,4.0,4.0,0.010608071676156038
863.0,4.0,4.0,0.007000200552290153,4.0,4.0,0.016235046643580688
815.0,3.0,5.0,-0.13479829067740393,3.0,5.0,-0.12956086579793652
782.0,3.0,5.0,-0.1324499776307061,3.0,5.0,-0.12653717864768532
790.0,3.0,5.0,-0.1339454806312769,3.0,5.0,-0.12799555739628132
769.0,3.0,5.0,-0.1339454806312769,3.0,5.0,-0.12799555739628132
793.0,3.0,5.0,-0.14167723422964779,3.0,5.0,-0.1359318865653457
725.0,2.0,6.0,-0.25991329970225696,2.0,6.0,-0.25320337473423654
718.0,2.0,6.0,-0.25895373412937167,2.0,6.0,-0.25130491656098924
716.0,2.0,6.0,-0.262422363123062,2.0,6.0,-0.254512586258818
696.0,2.0,6.0,-0.262422363123062,2.0,6.0,-0.254512586258818
684.0,2.0,6.0,-0.2606300427330649,2.0,6.0,-0.2526178392092671
662.0,2.0,6.0,-0.25794572746486477,2.0,6.0,-0.2498652447649271
604.0,2.0,6.0,-0.2592576479844495,2.0,6.0,-0.2515350199878054
606.0,2.0,6.0,-0.2604264050230635,2.0,6.0,-0.2526391119618738
626.0,2.0,6.0,-0.2612557658783419,2.0,6.0,-0.25345781338032874
653.0,2.0,6.0,-0.26366948982582805,2.0,6.0,-0.2558847541407544
638.0,2.0,6.0,-0.26475123802471423,2.0,6.0,-0.25685428467476695
653.0,3.0,5.0,-0.12210302216874161,3.0,5.0,-0.1112000433695865
635.0,2.0,6.0,-0.2674744295830055,2.0,6.0,-0.25987946614175145
639.0,2.0,6.0,-0.2674744295830055,2.0,6.0,-0.25987946614175145
651.0,2.0,6.0,-0.2674744295830055,2.0,6.0,-0.2598794661417514
748.0,2.0,6.0,-0.2674744295830055,2.0,6.0,-0.2598794661417514
802.0,3.0,5.0,-0.15019792968328166,3.0,5.0,-0.1445064361461079
768.0,3.0,5.0,-0.15019792968328166,3.0,5.0,-0.1445064361461079
741.0,3.0,5.0,-0.14629919316270962,3.0,5.0,-0.14045542648606665
698.0,2.0,6.0,-0.2668675274988044,3.0,5.0,-0.14045542648606665
702.0,2.0,6.0,-0.27043458138566207,3.0,5.0,-0.14389674220330412
668.0,2.0,6.0,-0.26899338177442494,3.0,5.0,-0.14389674220330412
661.0,2.0,6.0,-0.26899338177442494,3.0,5.0,-0.14389674220330412
709.0,2.0,6.0,-0.2675904413693093,3.0,5.0,-0.14389674220330412
681.0,2.0,6.0,-0.2694796439425495,2.0,6.0,-0.26189447217188017
657.0,2.0,6.0,-0.27051943043149596,3.0,5.0,-0.14389674220330412
720.0,2.0,6.0,-0.27009425957637184,3.0,5.0,-0.14389674220330412
736.0,2.0,6.0,-0.26586198917017634,3.0,5.0,-0.13947235704165886
730.0,2.0,6.0,-0.26586198917017634,3.0,5.0,-0.13947235704165886
673.0,2.0,6.0,-0.26187562672590675,3.0,5.0,-0.1394723570416589
670.0,2.0,6.0,-0.2655562240631894,3.0,5.0,-0.14295528618392223
615.0,2.0,6.0,-0.2655562240631894,3.0,5.0,-0.14295528618392217
627.0,2.0,6.0,-0.2655562240631894,2.0,6.0,-0.2576716639681562
618.0,2.0,6.0,-0.2655562240631894,2.0,6.0,-0.2576716639681562
644.0,2.0,6.0,-0.2655562240631894,2.0,6.0,-0.2576716639681562
643.0,2.0,6.0,-0.2655562240631894,2.0,6.0,-0.2576716639681562
601.0,2.0,6.0,-0.2655562240631894,3.0,5.0,-0.1413602321494625
616.0,2.0,6.0,-0.2655562240631894,2.0,6.0,-0.2576716639681562
639.0,2.0,6.0,-0.2655562240631894,2.0,6.0,-0.2576716639681562
634.0,2.0,6.0,-0.2655562240631894,2.0,6.0,-0.2576716639681562
692.0,3.0,5.0,-0.14908686999583468,3.0,5.0,-0.1433130089293244
694.0,3.0,5.0,-0.14908686999583468,3.0,5.0,-0.1433130089293244
695.0,3.0,5.0,-0.14772465713271934,3.0,5.0,-0.1419775615830965
727.0,3.0,5.0,-0.1381635581061693,3.0,5.0,-0.13357164972796617
707.0,3.0,5.0,-0.14184137856558832,3.0,5.0,-0.1374229913027938
716.0,4.0,4.0,-0.007242406010397865,3.0,5.0,-0.1405484126553209
708.0,3.0,5.0,-0.12987766310300675,2.0,6.0,-0.26134416823867823
712.0,3.0,5.0,-0.12987766310300675,2.0,6.0,-0.26134416823867823
693.0,3.0,5.0,-0.12987766310300675,2.0,6.0,-0.26134416823867823
719.0,3.0,5.0,-0.12987766310300675,2.0,6.0,-0.26134416823867823
696.0,3.0,5.0,-0.1283648817512843,2.0,6.0,-0.2596506163725065
686.0,3.0,5.0,-0.12920565866000217,2.0,6.0,-0.2596506163725065
686.0,3.0,5.0,-0.12920565866000217,2.0,6.0,-0.2596506163725065
727.0,3.0,5.0,-0.12876228382777186,2.0,6.0,-0.2596506163725065
722.0,3.0,5.0,-0.12687462396445595,2.0,6.0,-0.2577554875484141
748.0,3.0,5.0,-0.12687462396445595,2.0,6.0,-0.2577554875484141
741.0,3.0,5.0,-0.12687462396445595,2.0,6.0,-0.2554852411688858
742.0,3.0,5.0,-0.12631153484210364,2.0,6.0,-0.25494312131993113
743.0,3.0,5.0,-0.12381697289458662,2.0,6.0,-0.25240241174613276
800.0,3.0,5.0,-0.12381697289458662,2.0,6.0,-0.25240241174613276
799.0,3.0,5.0,-0.12889896792706068,2.0,6.0,-0.2574697052356933
790.0,3.0,5.0,-0.12889896792706068,2.0,6.0,-0.2574697052356933
784.0,3.0,5.0,-0.1234862158868268,2.0,6.0,-0.2519935312121676
781.0,3.0,5.0,-0.1234862158868268,2.0,6.0,-0.2523684437945037
778.0,3.0,5.0,-0.1234862158868268,2.0,6.0,-0.25026676496088435
787.0,3.0,5.0,-0.1237546474136468,2.0,6.0,-0.2505272027290733
792.0,3.0,5.0,-0.1237546474136468,2.0,6.0,-0.25052720272907336
788.0,3.0,5.0,-0.11833603307570077,2.0,6.0,-0.2451373097519311
773.0,3.0,5.0,-0.12140294040511562,2.0,6.0,-0.24823763327272044
766.0,3.0,5.0,-0.12140294040511562,2.0,6.0,-0.25071981747009414
734.0,3.0,5.0,-0.12140294040511562,2.0,6.0,-0.25071981747009414
741.0,3.0,5.0,-0.12281081748198887,2.0,6.0,-0.25209726001588895
774.0,3.0,5.0,-0.12281081748198887,2.0,6.0,-0.25363172576981985
773.0,2.0,6.0,-0.25968065904567966,2.0,6.0,-0.2536317257698199
805.0,2.0,6.0,-0.2646787306582743,2.0,6.0,-0.2585704026985675
815.0,2.0,6.0,-0.2646787306582743,2.0,6.0,-0.2585704026985675
799.0,2.0,6.0,-0.2650579287576557,2.0,6.0,-0.25885520650653954
762.0,2.0,6.0,-0.25319016985236265,2.0,6.0,-0.24685637298151009
717.0,2.0,6.0,-0.25319016985236265,2.0,6.0,-0.24685637298151009
745.0,2.0,6.0,-0.25319016985236265,2.0,6.0,-0.24685637298151009
714.0,2.0,6.0,-0.25319016985236265,2.0,6.0,-0.24685637298151009
740.0,2.0,6.0,-0.24533870196386973,2.0,6.0,-0.2376979835050479
726.0,2.0,6.0,-0.2522805880810231,2.0,6.0,-0.2445981765684336
665.0,2.0,6.0,-0.2493352462936394,2.0,6.0,-0.2423968645620442
666.0,2.0,6.0,-0.24983138180527914,2.0,6.0,-0.24291187841855222
708.0,2.0,6.0,-0.25066074266055755,2.0,6.0,-0.24400375360729132
705.0,2.0,6.0,-0.2627525030468521,2.0,6.0,-0.2567924371990415
677.0,2.0,6.0,-0.2627525030468521,2.0,6.0,-0.2567924371990415
693.0,2.0,6.0,-0.2627525030468521,2.0,6.0,-0.25679243719904155
728.0,2.0,6.0,-0.2627525030468521,2.0,6.0,-0.25679243719904155
678.0,2.0,6.0,-0.2610721833973558,2.0,6.0,-0.25498588006858186
701.0,3.0,5.0,-0.13575353666250134,3.0,5.0,-0.13160131131919495
720.0,3.0,5.0,-0.13575353666250134,3.0,5.0,-0.13160131131919495
701.0,3.0,5.0,-0.13575353666250134,3.0,5.0,-0.13160131131919495
689.0,3.0,5.0,-0.13575353666250134,3.0,5.0,-0.13160131131919495
689.0,2.0,6.0,-0.26268493235216983,2.0,6.0,-0.256835195947692
709.0,3.0,5.0,-0.13308804245537711,2.0,6.0,-0.2663654338275911
685.0,3.0,5.0,-0.12901590533931906,2.0,6.0,-0.2621170467295855
692.0,3.0,5.0,-0.13301306675305843,2.0,6.0,-0.26628220697754035
696.0,3.0,5.0,-0.13301306675305843,2.0,6.0,-0.2662822069775403
722.0,3.0,5.0,-0.1417889264281637,2.0,6.0,-0.2662822069775403
733.0,3.0,5.0,-0.14024251400009255,2.0,6.0,-0.2647512910660555
758.0,3.0,5.0,-0.1416253991761929,2.0,6.0,-0.2661588938006302
732.0,3.0,5.0,-0.1416253991761929,3.0,5.0,-0.13216977361151372
729.0,3.0,5.0,-0.13448450347881089,3.0,5.0,-0.1247812909095273
696.0,3.0,5.0,-0.1312148840653492,3.0,5.0,-0.12074211626027312
711.0,3.0,5.0,-0.1312148840653492,3.0,5.0,-0.12074211626027317
689.0,3.0,5.0,-0.1312148840653492,3.0,5.0,-0.12074211626027317
703.0,3.0,5.0,-0.1312148840653492,3.0,5.0,-0.12074211626027312
683.0,3.0,5.0,-0.1303842890421314,3.0,5.0,-0.12022137578564338
695.0,3.0,5.0,-0.1302139738664939,3.0,5.0,-0.11998772976623472
737.0,3.0,5.0,-0.1302139738664939,3.0,5.0,-0.11998772976623472
648.0,3.0,5.0,-0.1302139738664939,3.0,5.0,-0.11998772976623472
651.0,3.0,5.0,-0.13236204316502367,3.0,5.0,-0.12220031820742795
644.0,3.0,5.0,-0.12370157819225251,3.0,5.0,-0.11313088219914039
627.0,3.0,5.0,-0.12370157819225251,2.0,6.0,-0.25549766292731496
627.0,3.0,5.0,-0.12370157819225251,2.0,6.0,-0.255497662927315
699.0,3.0,5.0,-0.12370157819225251,2.0,6.0,-0.255497662927315
639.0,3.0,5.0,-0.12370157819225251,2.0,6.0,-0.255497662927315
656.0,3.0,5.0,-0.12320698539053701,2.0,6.0,-0.255497662927315
684.0,2.0,6.0,-0.2522528193023866,2.0,6.0,-0.2446273964066898
665.0,2.0,6.0,-0.2522528193023866,2.0,6.0,-0.24462739640668976
673.0,2.0,6.0,-0.25138705049289584,2.0,6.0,-0.24363860034415966
675.0,2.0,6.0,-0.25138705049289584,2.0,6.0,-0.24363860034415963
671.0,2.0,6.0,-0.25138705049289584,2.0,6.0,-0.24363860034415963
672.0,2.0,6.0,-0.25138705049289584,2.0,6.0,-0.24363860034415963
659.0,2.0,6.0,-0.25138705049289584,2.0,6.0,-0.24363860034415963
649.0,2.0,6.0,-0.2512784437142284,2.0,6.0,-0.24353531624484998
674.0,2.0,6.0,-0.2512784437142284,2.0,6.0,-0.24353531624484998
682.0,2.0,6.0,-0.2512784437142284,2.0,6.0,-0.24353531624485003
729.0,2.0,6.0,-0.2512784437142284,2.0,6.0,-0.24353531624485003
716.0,2.0,6.0,-0.2574875426173617,2.0,6.0,-0.25164764347755303
671.0,2.0,6.0,-0.2574875426173617,2.0,6.0,-0.25164764347755303
643.0,2.0,6.0,-0.2574875426173617,2.0,6.0,-0.25164764347755303
648.0,3.0,5.0,-0.12278891100106447,3.0,5.0,-0.11196855552166214
649.0,3.0,5.0,-0.12278891100106447,3.0,5.0,-0.11196855552166214
652.0,2.0,6.0,-0.266058838956511,2.0,6.0,-0.2603337778461575
631.0,2.0,6.0,-0.266058838956511,2.0,6.0,-0.2603337778461575
668.0,2.0,6.0,-0.2711556440042579,2.0,6.0,-0.26551733576943926
659.0,2.0,6.0,-0.26975733172891503,2.0,6.0,-0.2640476805860389
688.0,3.0,5.0,-0.12648740377346848,2.0,6.0,-0.2438159205328649
725.0,3.0,5.0,-0.13251446290553986,3.0,5.0,-0.13131261299021077
684.0,3.0,5.0,-0.13251446290553986,4.0,4.0,-0.00317915071888939
655.0,2.0,6.0,-0.25295660356983074,3.0,5.0,-0.12703597457613275
646.0,2.0,6.0,-0.2542882707764459,3.0,5.0,-0.12703597457613272
646.0,2.0,6.0,-0.2542882707764459,3.0,5.0,-0.12703597457613272
668.0,2.0,6.0,-0.2542882707764459,3.0,5.0,-0.12703597457613272
670.0,2.0,6.0,-0.2542882707764459,3.0,5.0,-0.12703597457613272
685.0,2.0,6.0,-0.25320066027984756,3.0,5.0,-0.12703597457613272
682.0,2.0,6.0,-0.25419632526496044,3.0,5.0,-0.12810914281233818
726.0,3.0,5.0,-0.14247111275666835,3.0,5.0,-0.1331104660818127
715.0,3.0,5.0,-0.14247111275666835,3.0,5.0,-0.1331104660818127
722.0,3.0,5.0,-0.14247111275666835,3.0,5.0,-0.13311046608181276
728.0,3.0,5.0,-0.14247111275666835,3.0,5.0,-0.13311046608181276
705.0,3.0,5.0,-0.1404751546566699,3.0,5.0,-0.1309816912383117
687.0,3.0,5.0,-0.1404751546566699,3.0,5.0,-0.1309816912383117
725.0,3.0,5.0,-0.1404751546566699,3.0,5.0,-0.1309816912383117
697.0,3.0,5.0,-0.1404751546566699,3.0,5.0,-0.1309816912383117
690.0,3.0,5.0,-0.1332904459974391,3.0,5.0,-0.12384441618464427
