Cut Edges,Presidential Democratic Districts,Presidential Republican Districts,Presidential Efficiency Gap,Governor Democratic Districts,Governor Republican Districts,Governor Efficiency Gap
743.0,3.0,5.0,-0.13663812653306798,4.0,4.0,-0.019760573670864204
748.0,3.0,5.0,-0.13570848953271317,4.0,4.0,-0.018796211178991197
633.0,2.0,6.0,-0.2611943660233566,3.0,5.0,-0.14269884798121707
651.0,2.0,6.0,-0.2611943660233566,3.0,5.0,-0.14269884798121707
627.0,2.0,6.0,-0.26658953117045403,3.0,5.0,-0.14269884798121707
617.0,2.0,6.0,-0.26658953117045403,3.0,5.0,-0.14269884798121707
624.0,2.0,6.0,-0.26658953117045403,3.0,5.0,-0.1458206184072049
632.0,2.0,6.0,-0.26212030051989327,3.0,5.0,-0.14054525779251734
635.0,2.0,6.0,-0.26212030051989327,3.0,5.0,-0.14054525779251734
628.0,2.0,6.0,-0.26212030051989327,3.0,5.0,-0.14054525779251734
628.0,2.0,6.0,-0.2599722312213634,2.0,6.0,-0.25230631885086513
665.0,2.0,6.0,-0.2599722312213634,2.0,6.0,-0.25230631885086513
673.0,2.0,6.0,-0.26031378719859305,2.0,6.0,-0.25221889248085766
681.0,2.0,6.0,-0.2670409280942904,3.0,5.0,-0.14054525779251734
700.0,3.0,5.0,-0.1462087903611484,3.0,5.0,-0.14054525779251734
669.0,3.0,5.0,-0.1462087903611484,3.0,5.0,-0.14054525779251728
674.0,3.0,5.0,-0.1455062402616436,3.0,5.0,-0.1398721892758221
644.0,2.0,6.0,-0.26051896761851867,2.0,6.0,-0.2524418488131038
652.0,2.0,6.0,-0.26455654803227346,2.0,6.0,-0.2570980010486917
647.0,2.0,6.0,-0.26455654803227346,2.0,6.0,-0.2570980010486916
665.0,2.0,6.0,-0.2648058499560328,2.0,6.0,-0.2573330598770724
646.0,2.0,6.0,-0.2648058499560328,2.0,6.0,-0.2573330598770724
641.0,2.0,6.0,-0.2648058499560328,2.0,6.0,-0.2573330598770724
655.0,2.0,6.0,-0.26088119590873327,2.0,6.0,-0.25317817761449685
661.0,2.0,6.0,-0.26088119590873327,2.0,6.0,-0.2531781776144968
639.0,2.0,6.0,-0.2634007497570232,2.0,6.0,-0.2559032842918481
645.0,2.0,6.0,-0.2634007497570232,2.0,6.0,-0.2559032842918481
638.0,2.0,6.0,-0.2634007497570232,2.0,6.0,-0.2559032842918481
656.0,2.0,6.0,-0.2634007497570232,2.0,6.0,-0.2559032842918481
689.0,2.0,6.0,-0.2634007497570232,3.0,5.0,-0.1359637399869553
693.0,2.0,6.0,-0.26541984850588546,3.0,5.0,-0.13811084000844917
690.0,2.0,6.0,-0.2687925209422872,3.0,5.0,-0.14147274662105153
720.0,3.0,5.0,-0.15073263294302772,4.0,4.0,-0.025627461517550503
734.0,3.0,5.0,-0.15073263294302772,4.0,4.0,-0.025627461517550503
712.0,3.0,5.0,-0.15073263294302772,4.0,4.0,-0.025627461517550503
701.0,3.0,5.0,-0.15073263294302772,4.0,4.0,-0.025627461517550503
685.0,2.0,6.0,-0.2753650823035745,3.0,5.0,-0.14840615406954913
649.0,2.0,6.0,-0.2753650823035745,3.0,5.0,-0.14840615406954913
656.0,2.0,6.0,-0.2753650823035745,2.0,6.0,-0.26834569837444194
654.0,2.0,6.0,-0.2702904922787368,2.0,6.0,-0.2633788115893005
665.0,2.0,6.0,-0.2725354437605097,2.0,6.0,-0.2652758492861005
692.0,2.0,6.0,-0.2725354437605097,2.0,6.0,-0.2652758492861005
692.0,2.0,6.0,-0.2705691056910569,2.0,6.0,-0.2633016931319139
755.0,2.0,6.0,-0.2590216133660388,2.0,6.0,-0.25212066213449363
783.0,2.0,6.0,-0.2590216133660388,2.0,6.0,-0.25212066213449363
793.0,2.0,6.0,-0.2590216133660388,2.0,6.0,-0.2521206621344936
824.0,2.0,6.0,-0.2590216133660388,2.0,6.0,-0.2521206621344936
811.0,2.0,6.0,-0.26421221517718024,2.0,6.0,-0.25723567744174386
816.0,2.0,6.0,-0.25935638141960166,2.0,6.0,-0.25239363093167855
784.0,2.0,6.0,-0.2621289396954691,2.0,6.0,-0.2560453044212926
803.0,3.0,5.0,-0.12905478162941023,2.0,6.0,-0.2553840709153844
909.0,4.0,4.0,-0.0049533330247913485,3.0,5.0,-0.1329552334415903
906.0,4.0,4.0,-0.00449267984140942,3.0,5.0,-0.13262499846317774
906.0,4.0,4.0,-0.00449267984140942,3.0,5.0,-0.13245663589036857
898.0,4.0,4.0,-0.004158837413801083,3.0,5.0,-0.13210731218488014
874.0,4.0,4.0,-0.004158837413801083,3.0,5.0,-0.13210731218488014
887.0,4.0,4.0,-0.004158837413801083,3.0,5.0,-0.13210731218488014
868.0,4.0,4.0,-0.004158837413801083,3.0,5.0,-0.13210731218488017
792.0,3.0,5.0,-0.12320698539053701,2.0,6.0,-0.24979832759844325
783.0,3.0,5.0,-0.12320698539053701,2.0,6.0,-0.2552233438334056
781.0,3.0,5.0,-0.12320698539053701,2.0,6.0,-0.2552233438334056
768.0,4.0,4.0,-0.003648200428873359,3.0,5.0,-0.13748789297485195
761.0,3.0,5.0,-0.13552891809753012,3.0,5.0,-0.12931066407009054
762.0,3.0,5.0,-0.15113651440119713,3.0,5.0,-0.14500045240283152
712.0,3.0,5.0,-0.14487588898659384,3.0,5.0,-0.1390558410168639
712.0,3.0,5.0,-0.14487588898659384,3.0,5.0,-0.1390558410168639
732.0,2.0,6.0,-0.26141898458832785,2.0,6.0,-0.2538668988873942
747.0,2.0,6.0,-0.26247234692460775,2.0,6.0,-0.2549671731160474
736.0,2.0,6.0,-0.2641292173832554,2.0,6.0,-0.25629002190240524
736.0,2.0,6.0,-0.2641292173832554,2.0,6.0,-0.25629002190240524
737.0,2.0,6.0,-0.26212215177180237,2.0,6.0,-0.25449377268456586
720.0,2.0,6.0,-0.26212215177180237,2.0,6.0,-0.2544937726845659
713.0,2.0,6.0,-0.26212215177180237,2.0,6.0,-0.2544937726845659
713.0,2.0,6.0,-0.262083584023696,2.0,6.0,-0.2543887846856485
747.0,2.0,6.0,-0.262083584023696,2.0,6.0,-0.2543887846856486
762.0,2.0,6.0,-0.262083584023696,2.0,6.0,-0.2543887846856486
801.0,2.0,6.0,-0.262083584023696,2.0,6.0,-0.2543887846856485
800.0,2.0,6.0,-0.262083584023696,2.0,6.0,-0.2543887846856486
828.0,2.0,6.0,-0.262083584023696,2.0,6.0,-0.2543887846856486
850.0,2.0,6.0,-0.264968451582049,2.0,6.0,-0.2576029445506836
822.0,2.0,6.0,-0.2626738248407152,2.0,6.0,-0.25506108965326074
825.0,2.0,6.0,-0.2592557967325404,2.0,6.0,-0.25182822283569134
820.0,2.0,6.0,-0.2592557967325404,2.0,6.0,-0.25182822283569134
816.0,2.0,6.0,-0.2592557967325404,2.0,6.0,-0.25182822283569134
829.0,2.0,6.0,-0.2592557967325404,2.0,6.0,-0.2518282228356914
800.0,2.0,6.0,-0.2592557967325404,2.0,6.0,-0.25182822283569134
825.0,2.0,6.0,-0.2592557967325404,2.0,6.0,-0.25182822283569134
815.0,2.0,6.0,-0.2611789389241141,2.0,6.0,-0.2535049766220358
807.0,2.0,6.0,-0.2665645392696811,2.0,6.0,-0.2587413962334886
722.0,2.0,6.0,-0.2665645392696811,2.0,6.0,-0.2587413962334886
712.0,2.0,6.0,-0.26115980932105337,2.0,6.0,-0.25298805389282125
718.0,2.0,6.0,-0.2624788263062896,2.0,6.0,-0.254144830753619
735.0,2.0,6.0,-0.26747597229292974,2.0,6.0,-0.2595125808073538
726.0,2.0,6.0,-0.2613995464432823,2.0,6.0,-0.25360232913012276
751.0,2.0,6.0,-0.2613995464432823,2.0,6.0,-0.25360232913012276
773.0,2.0,6.0,-0.2613995464432823,2.0,6.0,-0.25360232913012276
717.0,2.0,6.0,-0.2613995464432823,2.0,6.0,-0.25360232913012276
713.0,2.0,6.0,-0.2613995464432823,2.0,6.0,-0.25360232913012276
750.0,2.0,6.0,-0.2613995464432823,2.0,6.0,-0.25360232913012276
751.0,2.0,6.0,-0.25999537187022725,2.0,6.0,-0.25239630335346924
740.0,2.0,6.0,-0.25999537187022725,2.0,6.0,-0.25239630335346924
762.0,2.0,6.0,-0.2641989478718317,2.0,6.0,-0.2571165637847905
762.0,2.0,6.0,-0.2641989478718317,2.0,6.0,-0.2571165637847905
769.0,2.0,6.0,-0.2676219126517641,2.0,6.0,-0.26050976927023994
732.0,2.0,6.0,-0.2676219126517641,2.0,6.0,-0.26050976927024
736.0,2.0,6.0,-0.2705265268971475,2.0,6.0,-0.26358496984172
732.0,2.0,6.0,-0.2705265268971475,2.0,6.0,-0.2635849698417199
725.0,2.0,6.0,-0.2624019993520618,2.0,6.0,-0.2547132930459384
694.0,2.0,6.0,-0.2624019993520618,2.0,6.0,-0.25471329304593837
701.0,2.0,6.0,-0.2624019993520618,2.0,6.0,-0.25471329304593837
676.0,2.0,6.0,-0.26316502368059735,2.0,6.0,-0.25533863974494386
667.0,2.0,6.0,-0.2610891532065226,2.0,6.0,-0.25310334316480215
666.0,2.0,6.0,-0.25832924515203404,2.0,6.0,-0.25019651180568864
677.0,2.0,6.0,-0.25037472424060103,2.0,6.0,-0.24257094711341984
683.0,2.0,6.0,-0.25037472424060103,2.0,6.0,-0.2425709471134199
697.0,2.0,6.0,-0.25037472424060103,2.0,6.0,-0.2425709471134199
703.0,2.0,6.0,-0.25195384211906635,2.0,6.0,-0.2443691118435242
734.0,2.0,6.0,-0.25195384211906635,2.0,6.0,-0.2443691118435242
728.0,2.0,6.0,-0.25195384211906635,2.0,6.0,-0.2443691118435242
721.0,2.0,6.0,-0.25195384211906635,2.0,6.0,-0.2443691118435242
719.0,2.0,6.0,-0.252204378210765,2.0,6.0,-0.2446199377173012
788.0,2.0,6.0,-0.2605849956032767,3.0,5.0,-0.12742546138407773
784.0,2.0,6.0,-0.2605849956032767,3.0,5.0,-0.13184068395672646
805.0,2.0,6.0,-0.2567556810292961,3.0,5.0,-0.12798247044015154
718.0,2.0,6.0,-0.2510960954011817,2.0,6.0,-0.24320355416827152
699.0,2.0,6.0,-0.24836025362151154,2.0,6.0,-0.24020700579190135
689.0,2.0,6.0,-0.24836025362151154,2.0,6.0,-0.24020700579190138
680.0,2.0,6.0,-0.24836025362151154,2.0,6.0,-0.24020700579190138
677.0,2.0,6.0,-0.24836025362151154,2.0,6.0,-0.24020700579190138
711.0,2.0,6.0,-0.24836025362151154,2.0,6.0,-0.24020700579190135
703.0,2.0,6.0,-0.24836025362151154,2.0,6.0,-0.24020700579190138
695.0,2.0,6.0,-0.24836025362151154,2.0,6.0,-0.24020700579190135
702.0,2.0,6.0,-0.25403310655497446,2.0,6.0,-0.2459420229545759
660.0,3.0,5.0,-0.13582049027321394,3.0,5.0,-0.1268818144369568
647.0,3.0,5.0,-0.13582049027321394,3.0,5.0,-0.1268818144369568
701.0,3.0,5.0,-0.13169466685179185,2.0,6.0,-0.2459420229545759
722.0,3.0,5.0,-0.13110967124851514,2.0,6.0,-0.24614308896710857
754.0,3.0,5.0,-0.12808102312522177,2.0,6.0,-0.24314921301252906
760.0,3.0,5.0,-0.13320405424168094,2.0,6.0,-0.24820810746217634
759.0,3.0,5.0,-0.13320405424168094,2.0,6.0,-0.24820810746217634
739.0,3.0,5.0,-0.1302263155458879,2.0,6.0,-0.24493800728092352
730.0,3.0,5.0,-0.1302263155458879,2.0,6.0,-0.24493800728092352
741.0,3.0,5.0,-0.1302263155458879,2.0,6.0,-0.24493800728092358
741.0,3.0,5.0,-0.1302263155458879,2.0,6.0,-0.24493800728092352
762.0,3.0,5.0,-0.1302263155458879,3.0,5.0,-0.12126787117448176
733.0,3.0,5.0,-0.13508862868514834,3.0,5.0,-0.12615745896085143
714.0,3.0,5.0,-0.13508862868514834,3.0,5.0,-0.12615745896085143
719.0,3.0,5.0,-0.13508862868514834,3.0,5.0,-0.12615745896085143
733.0,3.0,5.0,-0.13508862868514834,3.0,5.0,-0.12615745896085143
749.0,3.0,5.0,-0.13508862868514834,3.0,5.0,-0.12615745896085143
754.0,3.0,5.0,-0.13375048209685134,3.0,5.0,-0.12436821085560625
744.0,3.0,5.0,-0.12852501504142178,3.0,5.0,-0.11934787563465232
701.0,3.0,5.0,-0.13670137763996235,3.0,5.0,-0.12873189386515022
706.0,2.0,6.0,-0.24715632279662456,2.0,6.0,-0.2389353147941069
709.0,2.0,6.0,-0.2508838185156045,2.0,6.0,-0.242572518499172
718.0,2.0,6.0,-0.2524342419894787,2.0,6.0,-0.24402207878528498
721.0,2.0,6.0,-0.2524342419894787,2.0,6.0,-0.2440220787852849
696.0,3.0,5.0,-0.14110581447370452,3.0,5.0,-0.13245381387040348
691.0,3.0,5.0,-0.14110581447370452,3.0,5.0,-0.13245381387040348
693.0,3.0,5.0,-0.13545054843337806,3.0,5.0,-0.12693411754914466
730.0,3.0,5.0,-0.13545054843337806,3.0,5.0,-0.12693411754914466
744.0,3.0,5.0,-0.1339828142114438,3.0,5.0,-0.12545004561707243
744.0,3.0,5.0,-0.13196865213433917,3.0,5.0,-0.12357018777464071
758.0,3.0,5.0,-0.13196865213433917,3.0,5.0,-0.12357018777464071
769.0,3.0,5.0,-0.13196865213433917,3.0,5.0,-0.12357018777464071
787.0,3.0,5.0,-0.13196865213433917,3.0,5.0,-0.12357018777464071
891.0,3.0,5.0,-0.13729346970889064,3.0,5.0,-0.12869416355495375
896.0,3.0,5.0,-0.1332629857607874,3.0,5.0,-0.12550023774061903
903.0,3.0,5.0,-0.1326347942796316,3.0,5.0,-0.12470156539976461
897.0,3.0,5.0,-0.1319473627373845,3.0,5.0,-0.12417764833637619
899.0,3.0,5.0,-0.138453279029944,3.0,5.0,-0.13005277675578758
891.0,3.0,5.0,-0.13824748152604865,3.0,5.0,-0.12937181336614711
891.0,3.0,5.0,-0.13824748152604865,2.0,6.0,-0.2452674927091284
921.0,3.0,5.0,-0.14038074080930563,2.0,6.0,-0.24760864848690717
928.0,3.0,5.0,-0.14038074080930563,2.0,6.0,-0.24760864848690717
883.0,3.0,5.0,-0.13906604341185727,2.0,6.0,-0.2462478897317451
885.0,3.0,5.0,-0.13906604341185727,2.0,6.0,-0.24624788973174516
875.0,3.0,5.0,-0.13906604341185727,2.0,6.0,-0.24624788973174516
866.0,3.0,5.0,-0.13906604341185727,2.0,6.0,-0.24624788973174516
869.0,3.0,5.0,-0.13980376729763502,2.0,6.0,-0.24686483739083728
831.0,3.0,5.0,-0.13980376729763502,2.0,6.0,-0.24686483739083728
813.0,3.0,5.0,-0.13984233504574134,2.0,6.0,-0.2473626713929759
866.0,3.0,5.0,-0.13984233504574134,2.0,6.0,-0.2473626713929759
880.0,3.0,5.0,-0.13963715462581572,2.0,6.0,-0.2471912546238346
823.0,3.0,5.0,-0.13963715462581572,2.0,6.0,-0.24719125462383462
833.0,3.0,5.0,-0.13963715462581572,3.0,5.0,-0.13129557528085328
756.0,4.0,4.0,-0.01472146372317613,4.0,4.0,-0.008507505172269685
753.0,4.0,4.0,-0.01472146372317613,4.0,4.0,-0.008507505172269685
719.0,4.0,4.0,-0.01473658228043381,4.0,4.0,-0.00858286435512319
698.0,4.0,4.0,-0.01473658228043381,4.0,4.0,-0.00858286435512319
672.0,4.0,4.0,-0.01980777834343808,4.0,4.0,-0.013432546356018834
700.0,4.0,4.0,-0.01980777834343808,4.0,4.0,-0.013432546356018834
745.0,4.0,4.0,-0.01980777834343808,4.0,4.0,-0.013432546356018834
724.0,3.0,5.0,-0.13732463244936055,3.0,5.0,-0.12907988403037984
730.0,3.0,5.0,-0.13714166705234415,3.0,5.0,-0.12890209138322667
680.0,3.0,5.0,-0.13714166705234415,3.0,5.0,-0.12890209138322667
706.0,3.0,5.0,-0.13714166705234415,3.0,5.0,-0.12890209138322667
707.0,3.0,5.0,-0.1282380709955107,3.0,5.0,-0.11997162130805143
692.0,3.0,5.0,-0.1282380709955107,3.0,5.0,-0.11997162130805143
644.0,3.0,5.0,-0.1282380709955107,3.0,5.0,-0.11997162130805139
667.0,3.0,5.0,-0.1267225127659246,3.0,5.0,-0.11798906611395153
645.0,3.0,5.0,-0.13294241063852763,3.0,5.0,-0.12459185680949511
671.0,4.0,4.0,-0.014130605822187255,4.0,4.0,-0.007529548395076681
666.0,4.0,4.0,-0.014130605822187255,4.0,4.0,-0.007529548395076681
715.0,4.0,4.0,-0.014130605822187255,4.0,4.0,-0.007529548395076681
713.0,4.0,4.0,-0.01853103161012635,4.0,4.0,-0.011897812699118904
727.0,4.0,4.0,-0.01853103161012635,4.0,4.0,-0.011897812699118916
707.0,4.0,4.0,-0.01853103161012635,4.0,4.0,-0.011897812699118916
731.0,4.0,4.0,-0.020086700297743017,4.0,4.0,-0.013158050460668026
688.0,4.0,4.0,-0.020086700297743017,4.0,4.0,-0.013158050460668026
655.0,4.0,4.0,-0.02247820922231993,4.0,4.0,-0.01592935185754272
683.0,4.0,4.0,-0.02247820922231993,4.0,4.0,-0.01592935185754272
679.0,3.0,5.0,-0.14507582419277704,3.0,5.0,-0.1399476663458484
660.0,3.0,5.0,-0.14507582419277704,3.0,5.0,-0.1399476663458484
722.0,3.0,5.0,-0.14507582419277704,3.0,5.0,-0.1399476663458484
742.0,3.0,5.0,-0.14507582419277704,3.0,5.0,-0.1399476663458484
762.0,3.0,5.0,-0.14507582419277704,3.0,5.0,-0.1399476663458484
720.0,3.0,5.0,-0.14507582419277704,3.0,5.0,-0.1399476663458484
710.0,3.0,5.0,-0.13980592709152898,3.0,5.0,-0.13499872296415824
767.0,3.0,5.0,-0.14163650668764752,3.0,5.0,-0.13756545613664925
793.0,4.0,4.0,-0.011932244180126811,3.0,5.0,-0.14328100279770636
815.0,4.0,4.0,-0.007629317659400503,3.0,5.0,-0.1390753744483506
817.0,3.0,5.0,-0.14674040820104595,3.0,5.0,-0.14236162677186293
810.0,3.0,5.0,-0.1519674179663998,3.0,5.0,-0.14738463441460747
803.0,3.0,5.0,-0.14997300257632556,3.0,5.0,-0.14544751039094814
829.0,3.0,5.0,-0.14997300257632556,3.0,5.0,-0.1454475103909481
845.0,3.0,5.0,-0.14997300257632556,3.0,5.0,-0.1454475103909481
881.0,3.0,5.0,-0.14997300257632556,3.0,5.0,-0.14544751039094816
903.0,3.0,5.0,-0.14997300257632556,3.0,5.0,-0.14544751039094814
838.0,3.0,5.0,-0.15050585458416255,3.0,5.0,-0.14455453973833893
830.0,3.0,5.0,-0.1495786859196865,3.0,5.0,-0.14410557287751466
787.0,3.0,5.0,-0.14891501211027292,3.0,5.0,-0.14308928904799537
757.0,3.0,5.0,-0.1495718979960198,3.0,5.0,-0.14383642647114578
790.0,3.0,5.0,-0.15290538560034556,3.0,5.0,-0.14742472538686777
755.0,3.0,5.0,-0.14242606562688018,3.0,5.0,-0.13655064112082754
777.0,3.0,5.0,-0.14242606562688018,3.0,5.0,-0.13655064112082754
680.0,2.0,6.0,-0.26873729192699897,2.0,6.0,-0.26051588894786226
655.0,2.0,6.0,-0.25952577096928464,2.0,6.0,-0.25136474854228913
600.0,2.0,6.0,-0.25952577096928464,2.0,6.0,-0.25136474854228913
600.0,2.0,6.0,-0.25952577096928464,2.0,6.0,-0.25136474854228913
622.0,2.0,6.0,-0.25952577096928464,2.0,6.0,-0.25136474854228913
636.0,2.0,6.0,-0.25943289983184464,2.0,6.0,-0.2515770151873729
615.0,2.0,6.0,-0.25943289983184464,2.0,6.0,-0.2515770151873729
625.0,2.0,6.0,-0.2695182116906558,2.0,6.0,-0.2618837824847183
658.0,2.0,6.0,-0.2695182116906558,2.0,6.0,-0.2618837824847183
641.0,2.0,6.0,-0.2695182116906558,2.0,6.0,-0.2618837824847183
657.0,2.0,6.0,-0.2695182116906558,2.0,6.0,-0.26188378248471833
655.0,2.0,6.0,-0.2695182116906558,2.0,6.0,-0.26188378248471833
633.0,2.0,6.0,-0.2695182116906558,2.0,6.0,-0.26188378248471833
660.0,2.0,6.0,-0.2695182116906558,2.0,6.0,-0.2618837824847184
619.0,2.0,6.0,-0.2695182116906558,2.0,6.0,-0.26188378248471833
625.0,2.0,6.0,-0.2695182116906558,2.0,6.0,-0.2618837824847184
637.0,2.0,6.0,-0.26759506949908207,2.0,6.0,-0.2604899236336383
641.0,2.0,6.0,-0.27024174264513046,2.0,6.0,-0.26293328069934974
631.0,2.0,6.0,-0.27024174264513046,2.0,6.0,-0.26293328069934974
606.0,2.0,6.0,-0.27601518026565464,2.0,6.0,-0.2681193060713222
578.0,2.0,6.0,-0.27601518026565464,2.0,6.0,-0.2681193060713222
565.0,2.0,6.0,-0.27601518026565464,2.0,6.0,-0.2681193060713222
569.0,2.0,6.0,-0.2688354082781815,2.0,6.0,-0.26058269484722696
573.0,2.0,6.0,-0.2733037133027877,2.0,6.0,-0.26554958163236847
589.0,2.0,6.0,-0.2733037133027877,2.0,6.0,-0.26554958163236847
576.0,2.0,6.0,-0.2733037133027877,2.0,6.0,-0.26554958163236847
600.0,2.0,6.0,-0.27363354468459294,2.0,6.0,-0.2668090558448344
573.0,2.0,6.0,-0.27363354468459294,2.0,6.0,-0.26680905584483444
591.0,2.0,6.0,-0.27363354468459294,2.0,6.0,-0.26680905584483444
589.0,2.0,6.0,-0.27363354468459294,2.0,6.0,-0.2668090558448344
611.0,2.0,6.0,-0.27363354468459294,2.0,6.0,-0.2668090558448344
640.0,2.0,6.0,-0.27363354468459294,2.0,6.0,-0.26680905584483444
648.0,2.0,6.0,-0.27363354468459294,2.0,6.0,-0.26680905584483444
634.0,2.0,6.0,-0.27363354468459294,2.0,6.0,-0.26680905584483444
640.0,2.0,6.0,-0.26564816957467485,2.0,6.0,-0.2591059909206377
643.0,2.0,6.0,-0.26564816957467485,2.0,6.0,-0.2591059909206377
666.0,2.0,6.0,-0.2697107418892026,2.0,6.0,-0.2629439703865122
698.0,2.0,6.0,-0.2697107418892026,2.0,6.0,-0.26294397038651224
708.0,2.0,6.0,-0.2697107418892026,2.0,6.0,-0.26294397038651224
671.0,2.0,6.0,-0.2717498958670801,2.0,6.0,-0.26525332458815104
644.0,2.0,6.0,-0.2717498958670801,2.0,6.0,-0.26525332458815104
659.0,2.0,6.0,-0.2717498958670801,2.0,6.0,-0.26525332458815104
638.0,2.0,6.0,-0.26209839403896884,2.0,6.0,-0.2554020143188358
647.0,2.0,6.0,-0.26209839403896884,2.0,6.0,-0.2554020143188358
659.0,2.0,6.0,-0.26209839403896884,2.0,6.0,-0.2554020143188358
631.0,2.0,6.0,-0.26209839403896884,2.0,6.0,-0.2554020143188358
643.0,2.0,6.0,-0.26209839403896884,2.0,6.0,-0.2554020143188358
678.0,2.0,6.0,-0.27399392172289844,2.0,6.0,-0.2674214222094284
675.0,2.0,6.0,-0.27399392172289844,2.0,6.0,-0.26742142220942844
686.0,2.0,6.0,-0.27399392172289844,2.0,6.0,-0.26742142220942844
687.0,2.0,6.0,-0.27399392172289844,2.0,6.0,-0.26742142220942844
700.0,2.0,6.0,-0.27399392172289844,2.0,6.0,-0.26742142220942844
699.0,2.0,6.0,-0.27399392172289844,2.0,6.0,-0.26742142220942844
714.0,2.0,6.0,-0.26892457691180327,2.0,6.0,-0.2626597165647588
715.0,2.0,6.0,-0.26892457691180327,2.0,6.0,-0.26265971656475884
713.0,2.0,6.0,-0.26892457691180327,2.0,6.0,-0.2626597165647588
674.0,2.0,6.0,-0.26220391539778776,2.0,6.0,-0.255569781554239
650.0,2.0,6.0,-0.26220391539778776,2.0,6.0,-0.255569781554239
668.0,2.0,6.0,-0.26220391539778776,2.0,6.0,-0.255569781554239
658.0,2.0,6.0,-0.26220391539778776,2.0,6.0,-0.25556978155423904
633.0,2.0,6.0,-0.2663578161398312,2.0,6.0,-0.25963071735235965
655.0,2.0,6.0,-0.2663578161398312,2.0,6.0,-0.25963071735235965
655.0,2.0,6.0,-0.26413045155119486,2.0,6.0,-0.25692431762754275
655.0,2.0,6.0,-0.2589327532744018,2.0,6.0,-0.25177303373884835
663.0,2.0,6.0,-0.25843538359482265,2.0,6.0,-0.2512496208424279
676.0,2.0,6.0,-0.25843538359482265,2.0,6.0,-0.2512496208424279
676.0,2.0,6.0,-0.2584838246864442,2.0,6.0,-0.2512912342674533
669.0,2.0,6.0,-0.2554311102883325,2.0,6.0,-0.24836875015213764
684.0,2.0,6.0,-0.2554311102883325,2.0,6.0,-0.24836875015213764
660.0,2.0,6.0,-0.2554311102883325,2.0,6.0,-0.24836875015213764
692.0,2.0,6.0,-0.2554311102883325,2.0,6.0,-0.24836875015213764
696.0,2.0,6.0,-0.2554311102883325,2.0,6.0,-0.24836875015213764
699.0,2.0,6.0,-0.2554311102883325,2.0,6.0,-0.24836875015213758
