Cut Edges,Democratic Districts,Republican Districts,Efficiency Gap
783.0,2.0,6.0,-0.25457274648647815
729.0,2.0,6.0,-0.25457274648647815
719.0,2.0,6.0,-0.25457274648647815
716.0,2.0,6.0,-0.25457274648647815
710.0,2.0,6.0,-0.25457274648647815
695.0,2.0,6.0,-0.2564526928001728
716.0,2.0,6.0,-0.25389827370759477
733.0,2.0,6.0,-0.25389827370759477
718.0,2.0,6.0,-0.256743339349902
699.0,2.0,6.0,-0.256743339349902
733.0,2.0,6.0,-0.257854399037349
736.0,2.0,6.0,-0.2582588975794881
714.0,2.0,6.0,-0.25423242467718793
723.0,2.0,6.0,-0.25423242467718793
754.0,2.0,6.0,-0.25960105521358817
777.0,2.0,6.0,-0.25960105521358817
769.0,2.0,6.0,-0.25960105521358817
776.0,2.0,6.0,-0.25996266641983307
775.0,2.0,6.0,-0.26118171580197774
767.0,2.0,6.0,-0.26118171580197774
717.0,2.0,6.0,-0.26503201123092823
684.0,2.0,6.0,-0.26185803983277023
742.0,2.0,6.0,-0.26185803983277023
730.0,2.0,6.0,-0.26185803983277023
758.0,2.0,6.0,-0.2466027984758026
783.0,2.0,6.0,-0.2466027984758026
784.0,2.0,6.0,-0.24199996914580152
781.0,2.0,6.0,-0.24422980207031672
773.0,2.0,6.0,-0.24852964317119453
770.0,2.0,6.0,-0.24097375850418845
735.0,2.0,6.0,-0.24097375850418845
760.0,2.0,6.0,-0.24097375850418845
755.0,2.0,6.0,-0.24097375850418845
744.0,2.0,6.0,-0.2431745884821277
743.0,2.0,6.0,-0.2431745884821277
753.0,2.0,6.0,-0.2431745884821277
755.0,2.0,6.0,-0.2431745884821277
753.0,2.0,6.0,-0.2431745884821277
760.0,2.0,6.0,-0.2431745884821277
735.0,2.0,6.0,-0.2431745884821277
756.0,2.0,6.0,-0.2534934666234708
735.0,2.0,6.0,-0.24405825272673978
729.0,2.0,6.0,-0.24405825272673978
710.0,2.0,6.0,-0.24405825272673978
711.0,2.0,6.0,-0.24405825272673978
705.0,3.0,5.0,-0.12727511146079204
727.0,3.0,5.0,-0.13353265145554682
742.0,3.0,5.0,-0.13353265145554682
758.0,3.0,5.0,-0.12620601348328475
786.0,3.0,5.0,-0.12634886842227055
831.0,3.0,5.0,-0.12158775705404112
833.0,3.0,5.0,-0.12158775705404112
869.0,2.0,6.0,-0.2596979373968313
872.0,2.0,6.0,-0.2567686397926598
840.0,2.0,6.0,-0.2552364202958918
802.0,3.0,5.0,-0.11712623995310162
736.0,3.0,5.0,-0.11712623995310162
697.0,2.0,6.0,-0.2525517964857068
749.0,2.0,6.0,-0.2525517964857068
755.0,2.0,6.0,-0.256421221517718
745.0,2.0,6.0,-0.256421221517718
748.0,2.0,6.0,-0.256421221517718
695.0,2.0,6.0,-0.256421221517718
699.0,2.0,6.0,-0.256421221517718
700.0,2.0,6.0,-0.256421221517718
697.0,2.0,6.0,-0.25279307631785997
694.0,3.0,5.0,-0.12111291093935607
650.0,3.0,5.0,-0.12220576664969686
641.0,3.0,5.0,-0.12220576664969686
623.0,3.0,5.0,-0.12204409064963515
652.0,2.0,6.0,-0.2568167723422965
628.0,2.0,6.0,-0.2568167723422965
642.0,2.0,6.0,-0.2568167723422965
630.0,2.0,6.0,-0.2568167723422965
627.0,2.0,6.0,-0.2568167723422965
627.0,2.0,6.0,-0.2568167723422965
605.0,2.0,6.0,-0.2568167723422965
631.0,2.0,6.0,-0.2568167723422965
624.0,2.0,6.0,-0.2568167723422965
629.0,2.0,6.0,-0.25892689097668964
643.0,2.0,6.0,-0.25892689097668964
712.0,3.0,5.0,-0.14306505607750575
732.0,3.0,5.0,-0.14306505607750575
651.0,2.0,6.0,-0.26551889048302246
631.0,2.0,6.0,-0.2663130775520279
610.0,2.0,6.0,-0.2663130775520279
623.0,2.0,6.0,-0.25887690717514383
623.0,2.0,6.0,-0.25887690717514383
679.0,2.0,6.0,-0.25887690717514383
712.0,2.0,6.0,-0.25887690717514383
676.0,2.0,6.0,-0.25887690717514383
655.0,2.0,6.0,-0.25887690717514383
639.0,2.0,6.0,-0.25887690717514383
619.0,2.0,6.0,-0.25887690717514383
626.0,2.0,6.0,-0.25887690717514383
612.0,2.0,6.0,-0.25887690717514383
603.0,2.0,6.0,-0.25887690717514383
640.0,3.0,5.0,-0.1365551287391432
614.0,3.0,5.0,-0.1365551287391432
696.0,3.0,5.0,-0.1365551287391432
757.0,3.0,5.0,-0.1365551287391432
726.0,2.0,6.0,-0.2625010413291989
747.0,2.0,6.0,-0.2625010413291989
745.0,2.0,6.0,-0.2625010413291989
695.0,2.0,6.0,-0.2625010413291989
680.0,2.0,6.0,-0.25985745360299906
674.0,2.0,6.0,-0.25985745360299906
658.0,2.0,6.0,-0.25985745360299906
667.0,2.0,6.0,-0.25985745360299906
651.0,2.0,6.0,-0.25985745360299906
634.0,2.0,6.0,-0.25985745360299906
589.0,2.0,6.0,-0.25985745360299906
595.0,2.0,6.0,-0.26155813702349545
592.0,2.0,6.0,-0.26155813702349545
629.0,2.0,6.0,-0.26155813702349545
644.0,2.0,6.0,-0.25991268261828726
625.0,2.0,6.0,-0.25991268261828726
631.0,2.0,6.0,-0.25821570170160907
628.0,2.0,6.0,-0.25821570170160907
701.0,2.0,6.0,-0.25821570170160907
683.0,2.0,6.0,-0.25821570170160907
685.0,2.0,6.0,-0.25821570170160907
683.0,2.0,6.0,-0.25821570170160907
688.0,3.0,5.0,-0.13671402786134124
712.0,3.0,5.0,-0.13856959935823268
705.0,3.0,5.0,-0.14143040064176732
634.0,3.0,5.0,-0.14143040064176732
699.0,3.0,5.0,-0.14143040064176732
711.0,3.0,5.0,-0.14143040064176732
709.0,3.0,5.0,-0.1365137841131732
742.0,3.0,5.0,-0.1365137841131732
687.0,3.0,5.0,-0.1365137841131732
684.0,3.0,5.0,-0.1365137841131732
671.0,3.0,5.0,-0.14029311488560806
682.0,3.0,5.0,-0.1353336110211197
704.0,3.0,5.0,-0.1353336110211197
675.0,3.0,5.0,-0.1353336110211197
743.0,3.0,5.0,-0.13431912497493095
738.0,3.0,5.0,-0.13950324740439055
738.0,3.0,5.0,-0.13950324740439055
765.0,3.0,5.0,-0.13950324740439055
772.0,3.0,5.0,-0.13620493358633776
723.0,3.0,5.0,-0.1340047206923682
744.0,3.0,5.0,-0.1340047206923682
761.0,3.0,5.0,-0.14301568935992964
769.0,3.0,5.0,-0.14301568935992964
800.0,3.0,5.0,-0.14301568935992964
761.0,3.0,5.0,-0.14301568935992964
769.0,3.0,5.0,-0.14301568935992964
763.0,3.0,5.0,-0.14301568935992964
753.0,3.0,5.0,-0.14301568935992964
740.0,3.0,5.0,-0.14301568935992964
756.0,3.0,5.0,-0.14301568935992964
768.0,3.0,5.0,-0.14301568935992964
753.0,3.0,5.0,-0.14301568935992964
761.0,3.0,5.0,-0.14301568935992964
789.0,3.0,5.0,-0.13665756467811357
766.0,3.0,5.0,-0.1365545116551735
740.0,3.0,5.0,-0.1419145030159979
756.0,3.0,5.0,-0.14760864534641552
774.0,3.0,5.0,-0.14919084864472934
765.0,3.0,5.0,-0.14919084864472934
736.0,3.0,5.0,-0.14919084864472934
728.0,2.0,6.0,-0.26663828080406043
758.0,2.0,6.0,-0.26663828080406043
787.0,2.0,6.0,-0.26663828080406043
772.0,2.0,6.0,-0.26380555684114715
790.0,2.0,6.0,-0.26380555684114715
789.0,2.0,6.0,-0.26380555684114715
796.0,2.0,6.0,-0.26380555684114715
799.0,2.0,6.0,-0.2656490952006294
814.0,2.0,6.0,-0.2656490952006294
728.0,2.0,6.0,-0.26292960614615635
729.0,2.0,6.0,-0.26579750389534257
729.0,2.0,6.0,-0.26323444562718873
737.0,2.0,6.0,-0.26323444562718873
736.0,2.0,6.0,-0.27162154240138225
772.0,2.0,6.0,-0.2698517455762793
713.0,2.0,6.0,-0.2698517455762793
720.0,2.0,6.0,-0.2659653507351013
727.0,2.0,6.0,-0.2659653507351013
721.0,2.0,6.0,-0.2659653507351013
725.0,2.0,6.0,-0.2659653507351013
723.0,2.0,6.0,-0.2659653507351013
673.0,2.0,6.0,-0.2659653507351013
671.0,2.0,6.0,-0.2659653507351013
616.0,2.0,6.0,-0.2659653507351013
638.0,2.0,6.0,-0.2659653507351013
614.0,2.0,6.0,-0.2659653507351013
598.0,2.0,6.0,-0.2629761959858688
609.0,2.0,6.0,-0.2623103623825612
608.0,2.0,6.0,-0.2623103623825612
592.0,2.0,6.0,-0.2623103623825612
657.0,3.0,5.0,-0.11876614060258249
633.0,3.0,5.0,-0.11876614060258249
613.0,3.0,5.0,-0.11876614060258249
540.0,2.0,6.0,-0.25537896669289273
543.0,2.0,6.0,-0.25537896669289273
540.0,2.0,6.0,-0.25642399839558166
538.0,2.0,6.0,-0.25639314419709663
609.0,3.0,5.0,-0.13741873775473998
625.0,4.0,4.0,-0.0008059116644297372
612.0,4.0,4.0,-0.004925255704169945
619.0,4.0,4.0,-0.003275481711173848
677.0,4.0,4.0,-0.003275481711173848
667.0,4.0,4.0,-0.0039974699557242255
677.0,3.0,5.0,-0.12798753490381204
681.0,3.0,5.0,-0.12041684022153315
698.0,3.0,5.0,-0.12041684022153315
684.0,3.0,5.0,-0.12597861804044985
686.0,3.0,5.0,-0.12705820644544205
686.0,3.0,5.0,-0.12498758118510976
701.0,3.0,5.0,-0.1220462504435291
714.0,3.0,5.0,-0.12095956557288533
701.0,3.0,5.0,-0.13176223754647415
624.0,3.0,5.0,-0.12863423890405887
691.0,4.0,4.0,-0.0056052822387806425
682.0,4.0,4.0,-0.006415822032983138
643.0,4.0,4.0,-0.006415822032983138
633.0,4.0,4.0,-0.006415822032983138
632.0,4.0,4.0,-0.006415822032983138
521.0,3.0,5.0,-0.12846700914826986
523.0,3.0,5.0,-0.12846700914826986
545.0,3.0,5.0,-0.1342808657688095
587.0,3.0,5.0,-0.12863393036207402
605.0,3.0,5.0,-0.12863393036207402
537.0,3.0,5.0,-0.13337066691350025
525.0,3.0,5.0,-0.13337066691350025
523.0,3.0,5.0,-0.13337066691350025
548.0,3.0,5.0,-0.13024667931688805
574.0,3.0,5.0,-0.1317338516838679
590.0,3.0,5.0,-0.1317338516838679
591.0,3.0,5.0,-0.1317338516838679
586.0,3.0,5.0,-0.13996482621372702
626.0,3.0,5.0,-0.13996482621372702
606.0,3.0,5.0,-0.13996482621372702
592.0,3.0,5.0,-0.13996482621372702
585.0,3.0,5.0,-0.13996482621372702
589.0,3.0,5.0,-0.13996482621372702
607.0,3.0,5.0,-0.13996482621372702
602.0,3.0,5.0,-0.13996482621372702
698.0,4.0,4.0,-0.010746517332345999
723.0,4.0,4.0,-0.01105629348513599
718.0,4.0,4.0,-0.01105629348513599
696.0,4.0,4.0,-0.011312691874546829
674.0,4.0,4.0,-0.011312691874546829
680.0,4.0,4.0,-0.011312691874546829
709.0,4.0,4.0,-0.011312691874546829
711.0,4.0,4.0,-0.011312691874546829
685.0,4.0,4.0,-0.007986300735872634
655.0,4.0,4.0,-0.007986300735872634
619.0,4.0,4.0,-0.007986300735872634
607.0,4.0,4.0,-0.015254007189028246
569.0,4.0,4.0,-0.015254007189028246
644.0,4.0,4.0,-0.015254007189028246
647.0,3.0,5.0,-0.13927554341957082
647.0,4.0,4.0,-0.015254007189028246
685.0,4.0,4.0,-0.015254007189028246
680.0,4.0,4.0,-0.016606038166643525
691.0,4.0,4.0,-0.016606038166643525
729.0,4.0,4.0,-0.010419462828404375
639.0,3.0,5.0,-0.13684207278505423
665.0,3.0,5.0,-0.13101895990496906
700.0,3.0,5.0,-0.13101895990496906
685.0,3.0,5.0,-0.13101895990496906
735.0,3.0,5.0,-0.12834667777417813
734.0,3.0,5.0,-0.12834667777417813
729.0,3.0,5.0,-0.12834667777417813
751.0,4.0,4.0,-0.0024436525200166614
780.0,4.0,4.0,-0.0024436525200166614
806.0,4.0,4.0,-0.0024436525200166614
783.0,3.0,5.0,-0.12569290816247822
791.0,3.0,5.0,-0.12569290816247822
762.0,3.0,5.0,-0.1255843013838108
753.0,3.0,5.0,-0.1255843013838108
752.0,3.0,5.0,-0.12198053100075593
792.0,3.0,5.0,-0.12198053100075593
761.0,2.0,6.0,-0.2613717776646457
731.0,2.0,6.0,-0.26213480199318123
720.0,2.0,6.0,-0.26213480199318123
775.0,3.0,5.0,-0.1376158960830595
807.0,3.0,5.0,-0.1376158960830595
851.0,3.0,5.0,-0.1376158960830595
849.0,3.0,5.0,-0.13904969068666018
842.0,3.0,5.0,-0.13987781737399918
769.0,3.0,5.0,-0.14077845142777803
768.0,3.0,5.0,-0.14077845142777803
718.0,3.0,5.0,-0.14077845142777803
716.0,3.0,5.0,-0.14077845142777803
719.0,3.0,5.0,-0.14646025207880162
727.0,3.0,5.0,-0.14646025207880162
767.0,3.0,5.0,-0.14646025207880162
734.0,3.0,5.0,-0.14834667777417812
709.0,3.0,5.0,-0.14834667777417812
772.0,3.0,5.0,-0.14847071165208806
779.0,3.0,5.0,-0.1448956356736243
766.0,3.0,5.0,-0.14544915999444624
716.0,3.0,5.0,-0.14596565927708613
731.0,3.0,5.0,-0.14274787491707935
729.0,3.0,5.0,-0.14561021891053824
736.0,3.0,5.0,-0.14561021891053824
725.0,3.0,5.0,-0.14561021891053824
721.0,3.0,5.0,-0.14308634547446045
723.0,3.0,5.0,-0.15044969994291973
716.0,3.0,5.0,-0.15044969994291973
736.0,3.0,5.0,-0.15044969994291973
703.0,3.0,5.0,-0.15044969994291973
690.0,3.0,5.0,-0.14499251785686737
704.0,3.0,5.0,-0.14818284198022247
748.0,3.0,5.0,-0.13911510158744853
772.0,3.0,5.0,-0.12966168371361134
785.0,3.0,5.0,-0.12966168371361134
793.0,3.0,5.0,-0.12966168371361134
782.0,3.0,5.0,-0.12966168371361134
785.0,3.0,5.0,-0.12947254747689793
787.0,3.0,5.0,-0.13613921414356459
808.0,3.0,5.0,-0.13876336372471884
797.0,3.0,5.0,-0.13895249996143225
787.0,3.0,5.0,-0.13895249996143225
794.0,3.0,5.0,-0.13895249996143225
810.0,3.0,5.0,-0.13895249996143225
840.0,3.0,5.0,-0.13426543866956697
831.0,3.0,5.0,-0.13426543866956697
819.0,3.0,5.0,-0.13699850357137347
823.0,2.0,6.0,-0.266932321315623
800.0,2.0,6.0,-0.27184955492818685
790.0,2.0,6.0,-0.27184955492818685
766.0,2.0,6.0,-0.27184955492818685
761.0,2.0,6.0,-0.27184955492818685
753.0,3.0,5.0,-0.1490094259576372
768.0,3.0,5.0,-0.14962897826321717
748.0,3.0,5.0,-0.14947316456086762
752.0,3.0,5.0,-0.14504527853627683
756.0,3.0,5.0,-0.14610542879622346
786.0,3.0,5.0,-0.14610542879622346
796.0,3.0,5.0,-0.14610542879622346
837.0,3.0,5.0,-0.13114978170654573
875.0,3.0,5.0,-0.13114978170654573
874.0,3.0,5.0,-0.13114978170654573
869.0,3.0,5.0,-0.1271535459187609
888.0,3.0,5.0,-0.12596103114731336
874.0,3.0,5.0,-0.1346773422193425
864.0,3.0,5.0,-0.1346773422193425
880.0,3.0,5.0,-0.1346773422193425
840.0,3.0,5.0,-0.14194350596257385
831.0,3.0,5.0,-0.14629579920087626
833.0,3.0,5.0,-0.14629579920087626
822.0,3.0,5.0,-0.14629579920087626
781.0,3.0,5.0,-0.14629579920087626
760.0,3.0,5.0,-0.14629579920087626
747.0,3.0,5.0,-0.1478360407892504
754.0,3.0,5.0,-0.1478360407892504
772.0,3.0,5.0,-0.1478360407892504
766.0,3.0,5.0,-0.14380802517702596
769.0,3.0,5.0,-0.14380802517702596
785.0,3.0,5.0,-0.142703136329276
720.0,3.0,5.0,-0.13755511331204393
702.0,3.0,5.0,-0.14051495657271562
732.0,3.0,5.0,-0.14051495657271562
747.0,3.0,5.0,-0.1478610326900233
729.0,3.0,5.0,-0.1478610326900233
712.0,3.0,5.0,-0.14448558337575787
698.0,3.0,5.0,-0.14448558337575787
657.0,3.0,5.0,-0.14448558337575787
649.0,3.0,5.0,-0.15121272427145524
644.0,3.0,5.0,-0.14444979250551518
609.0,3.0,5.0,-0.1363703120902177
598.0,3.0,5.0,-0.13314635689051388
630.0,3.0,5.0,-0.13314635689051388
664.0,3.0,5.0,-0.13314635689051388
697.0,3.0,5.0,-0.13618580398327704
729.0,3.0,5.0,-0.13618580398327704
695.0,3.0,5.0,-0.13618580398327704
714.0,3.0,5.0,-0.1389589793431141
717.0,3.0,5.0,-0.1389589793431141
696.0,3.0,5.0,-0.1389589793431141
682.0,3.0,5.0,-0.1389589793431141
689.0,3.0,5.0,-0.14375680720754078
701.0,3.0,5.0,-0.14363277332963084
696.0,3.0,5.0,-0.14371546258157078
706.0,3.0,5.0,-0.14299933663473258
712.0,3.0,5.0,-0.14299933663473258
696.0,4.0,4.0,-0.018424584625352895
685.0,4.0,4.0,-0.018424584625352895
691.0,4.0,4.0,-0.01119853134015211
725.0,4.0,4.0,-0.01119853134015211
676.0,3.0,5.0,-0.13953749556470896
643.0,3.0,5.0,-0.13849369802995942
633.0,3.0,5.0,-0.13849369802995942
636.0,3.0,5.0,-0.14019530707641042
620.0,3.0,5.0,-0.14019530707641042
629.0,3.0,5.0,-0.13831134971691272
650.0,3.0,5.0,-0.13831134971691272
649.0,3.0,5.0,-0.13831134971691272
665.0,3.0,5.0,-0.14835901945357213
676.0,3.0,5.0,-0.14437018867342374
675.0,3.0,5.0,-0.14437018867342374
700.0,3.0,5.0,-0.14437018867342374
753.0,3.0,5.0,-0.14437018867342374
780.0,3.0,5.0,-0.14437018867342374
794.0,3.0,5.0,-0.14437018867342374
732.0,3.0,5.0,-0.14437018867342374
737.0,3.0,5.0,-0.14437018867342374
765.0,3.0,5.0,-0.14437018867342374
776.0,3.0,5.0,-0.14709584856759383
801.0,3.0,5.0,-0.14709584856759383
705.0,3.0,5.0,-0.14709584856759383
689.0,3.0,5.0,-0.15100137301183258
669.0,4.0,4.0,-0.025198315360762717
672.0,4.0,4.0,-0.025198315360762717
660.0,4.0,4.0,-0.025198315360762717
644.0,4.0,4.0,-0.020464664229184987
619.0,4.0,4.0,-0.01814381141913886
626.0,4.0,4.0,-0.01814381141913886
623.0,4.0,4.0,-0.01814381141913886
651.0,3.0,5.0,-0.14370960028385862
639.0,3.0,5.0,-0.14370960028385862
658.0,3.0,5.0,-0.14370960028385862
649.0,3.0,5.0,-0.14622606871230004
649.0,3.0,5.0,-0.14713626756760925
647.0,3.0,5.0,-0.14713626756760925
623.0,3.0,5.0,-0.15063019700405733
650.0,3.0,5.0,-0.15063019700405733
626.0,3.0,5.0,-0.15063019700405733
607.0,3.0,5.0,-0.15063019700405733
592.0,3.0,5.0,-0.15063019700405733
558.0,3.0,5.0,-0.1490248530568797
562.0,3.0,5.0,-0.15041360053069222
569.0,3.0,5.0,-0.148264297064223
597.0,3.0,5.0,-0.148264297064223
653.0,3.0,5.0,-0.148264297064223
668.0,3.0,5.0,-0.148264297064223
660.0,3.0,5.0,-0.1508483361873467
660.0,3.0,5.0,-0.14865244288116505
621.0,3.0,5.0,-0.14865244288116505
636.0,3.0,5.0,-0.14865244288116505
572.0,3.0,5.0,-0.14865244288116505
596.0,3.0,5.0,-0.14865244288116505
636.0,3.0,5.0,-0.14865244288116505
675.0,3.0,5.0,-0.1396078431372549
641.0,3.0,5.0,-0.1488375680720754
637.0,3.0,5.0,-0.1488375680720754
650.0,3.0,5.0,-0.1488375680720754
643.0,3.0,5.0,-0.1471523117508215
661.0,3.0,5.0,-0.1458690856358279
707.0,3.0,5.0,-0.1458690856358279
774.0,3.0,5.0,-0.1458690856358279
783.0,3.0,5.0,-0.1451690038722019
750.0,3.0,5.0,-0.1451690038722019
728.0,3.0,5.0,-0.1451690038722019
756.0,3.0,5.0,-0.1451690038722019
766.0,3.0,5.0,-0.1451690038722019
773.0,3.0,5.0,-0.1451690038722019
768.0,3.0,5.0,-0.1444291201925302
707.0,3.0,5.0,-0.1444291201925302
711.0,3.0,5.0,-0.1427250428102004
706.0,3.0,5.0,-0.1427250428102004
721.0,3.0,5.0,-0.1411928233134324
722.0,3.0,5.0,-0.13513706977676987
702.0,3.0,5.0,-0.13513706977676987
696.0,3.0,5.0,-0.13981888585489272
703.0,3.0,5.0,-0.13981888585489272
715.0,3.0,5.0,-0.13988059425186283
724.0,3.0,5.0,-0.1410104750003857
694.0,3.0,5.0,-0.1410104750003857
722.0,2.0,6.0,-0.2602422054581077
749.0,2.0,6.0,-0.2602422054581077
768.0,2.0,6.0,-0.2650255318492464
762.0,2.0,6.0,-0.2650255318492464
758.0,2.0,6.0,-0.26454112093303095
716.0,2.0,6.0,-0.26454112093303095
774.0,2.0,6.0,-0.26454112093303095
770.0,2.0,6.0,-0.26454112093303095
726.0,3.0,5.0,-0.1464405053917712
717.0,3.0,5.0,-0.14336804430662903
694.0,3.0,5.0,-0.14336804430662903
687.0,3.0,5.0,-0.14409157526110367
695.0,3.0,5.0,-0.14000925625954552
674.0,3.0,5.0,-0.14118726955770505
646.0,3.0,5.0,-0.14322981749741595
657.0,3.0,5.0,-0.14292652072630782
629.0,3.0,5.0,-0.14294935283318677
609.0,3.0,5.0,-0.14294935283318677
628.0,3.0,5.0,-0.14294935283318677
658.0,3.0,5.0,-0.14294935283318677
647.0,3.0,5.0,-0.14294935283318677
687.0,3.0,5.0,-0.15058576695823883
720.0,3.0,5.0,-0.15058576695823883
717.0,3.0,5.0,-0.15058576695823883
686.0,3.0,5.0,-0.14427731753598372
724.0,3.0,5.0,-0.14427731753598372
702.0,3.0,5.0,-0.14427731753598372
696.0,3.0,5.0,-0.14427731753598372
653.0,3.0,5.0,-0.14427731753598372
680.0,3.0,5.0,-0.14427484920010492
675.0,3.0,5.0,-0.14427484920010492
666.0,3.0,5.0,-0.140652566297959
686.0,3.0,5.0,-0.14458061430709185
661.0,3.0,5.0,-0.14458061430709185
655.0,3.0,5.0,-0.14458061430709185
662.0,3.0,5.0,-0.14458061430709185
663.0,3.0,5.0,-0.1460881504450718
666.0,3.0,5.0,-0.1460881504450718
664.0,3.0,5.0,-0.1460881504450718
699.0,3.0,5.0,-0.15244041282917573
698.0,3.0,5.0,-0.15244041282917573
699.0,3.0,5.0,-0.1482257293161167
690.0,3.0,5.0,-0.1482257293161167
702.0,3.0,5.0,-0.14746085373567208
710.0,3.0,5.0,-0.14931642523256353
706.0,3.0,5.0,-0.14708412397216952
709.0,3.0,5.0,-0.14708412397216952
763.0,2.0,6.0,-0.26951420064485276
757.0,2.0,6.0,-0.26951420064485276
763.0,3.0,5.0,-0.13838848521312538
842.0,3.0,5.0,-0.13838848521312538
771.0,3.0,5.0,-0.13838848521312538
776.0,3.0,5.0,-0.1281575415374647
793.0,3.0,5.0,-0.1362120300519893
797.0,3.0,5.0,-0.1362120300519893
813.0,3.0,5.0,-0.13570941515866772
736.0,2.0,6.0,-0.25552367288378763
696.0,3.0,5.0,-0.14197528578701346
691.0,3.0,5.0,-0.13795004705265268
685.0,3.0,5.0,-0.14225019669551534
694.0,3.0,5.0,-0.14225019669551534
669.0,3.0,5.0,-0.14245290877956218
688.0,3.0,5.0,-0.14245290877956218
684.0,3.0,5.0,-0.14245290877956218
701.0,3.0,5.0,-0.13930207803026798
661.0,3.0,5.0,-0.13930207803026798
661.0,3.0,5.0,-0.13930207803026798
662.0,3.0,5.0,-0.13930207803026798
671.0,3.0,5.0,-0.13993613180913592
688.0,3.0,5.0,-0.14005214359543974
669.0,3.0,5.0,-0.1483081100260718
648.0,3.0,5.0,-0.1467626232239552
684.0,3.0,5.0,-0.14360593017694884
678.0,3.0,5.0,-0.14360593017694884
663.0,3.0,5.0,-0.14360593017694884
713.0,3.0,5.0,-0.14771509233118896
702.0,3.0,5.0,-0.14771509233118896
659.0,3.0,5.0,-0.1419388778328011
684.0,3.0,5.0,-0.13362367134107775
694.0,3.0,5.0,-0.13296616837136113
703.0,3.0,5.0,-0.13239197173755418
721.0,3.0,5.0,-0.13212107187485536
711.0,3.0,5.0,-0.13212107187485536
696.0,3.0,5.0,-0.1327171749895867
696.0,3.0,5.0,-0.1305842242483146
646.0,3.0,5.0,-0.1305842242483146
643.0,3.0,5.0,-0.1305842242483146
662.0,3.0,5.0,-0.1305842242483146
663.0,3.0,5.0,-0.1302506903626911
665.0,3.0,5.0,-0.1302506903626911
678.0,3.0,5.0,-0.1359818577312908
688.0,3.0,5.0,-0.1345017818299625
673.0,3.0,5.0,-0.13528763826537696
734.0,3.0,5.0,-0.13528763826537696
758.0,3.0,5.0,-0.13528763826537696
751.0,3.0,5.0,-0.13465697844834235
740.0,3.0,5.0,-0.1404813254963669
703.0,3.0,5.0,-0.1404813254963669
686.0,3.0,5.0,-0.13611113682294318
684.0,3.0,5.0,-0.13704077382329802
746.0,3.0,5.0,-0.13704077382329802
707.0,3.0,5.0,-0.13704077382329802
723.0,3.0,5.0,-0.13704077382329802
725.0,3.0,5.0,-0.14090742197744557
754.0,3.0,5.0,-0.14090742197744557
740.0,3.0,5.0,-0.14090742197744557
680.0,3.0,5.0,-0.14090742197744557
670.0,3.0,5.0,-0.14032983138180527
664.0,3.0,5.0,-0.14585304145261566
695.0,3.0,5.0,-0.14585304145261566
679.0,3.0,5.0,-0.14585304145261566
677.0,3.0,5.0,-0.14585304145261566
680.0,3.0,5.0,-0.15214544669165858
690.0,3.0,5.0,-0.15214544669165858
684.0,3.0,5.0,-0.15214544669165858
695.0,3.0,5.0,-0.15214544669165858
691.0,3.0,5.0,-0.15214544669165858
689.0,3.0,5.0,-0.15214544669165858
715.0,3.0,5.0,-0.15214544669165858
728.0,3.0,5.0,-0.14970827355332378
699.0,3.0,5.0,-0.14970827355332378
707.0,3.0,5.0,-0.14703414017062372
734.0,3.0,5.0,-0.1463692321932707
726.0,3.0,5.0,-0.13982012002283212
659.0,3.0,5.0,-0.13982012002283212
659.0,3.0,5.0,-0.1429098594591259
627.0,3.0,5.0,-0.14380062016938955
618.0,3.0,5.0,-0.14380062016938955
672.0,4.0,4.0,-0.016342543311581123
676.0,4.0,4.0,-0.016342543311581123
667.0,4.0,4.0,-0.016342543311581123
722.0,4.0,4.0,-0.016342543311581123
710.0,4.0,4.0,-0.016342543311581123
711.0,4.0,4.0,-0.013604850280001851
714.0,4.0,4.0,-0.009574366331898614
703.0,4.0,4.0,-0.009574366331898614
701.0,3.0,5.0,-0.13217198130235572
698.0,3.0,5.0,-0.1295438206753984
667.0,3.0,5.0,-0.13151416979065425
660.0,4.0,4.0,-0.008916554820197159
636.0,4.0,4.0,-0.008916554820197159
638.0,4.0,4.0,-0.008916554820197159
637.0,4.0,4.0,-0.01453201894447787
632.0,4.0,4.0,-0.012160565248916247
633.0,4.0,4.0,-0.012160565248916247
637.0,4.0,4.0,-0.012160565248916247
637.0,4.0,4.0,-0.012160565248916247
635.0,4.0,4.0,-0.009429660141003687
669.0,4.0,4.0,-0.009429660141003687
680.0,4.0,4.0,-0.009429660141003687
668.0,4.0,4.0,-0.009429660141003687
622.0,3.0,5.0,-0.13192514771447525
661.0,3.0,5.0,-0.13192514771447525
644.0,3.0,5.0,-0.13192514771447525
635.0,3.0,5.0,-0.13192514771447525
653.0,3.0,5.0,-0.13192514771447525
674.0,3.0,5.0,-0.13660727233458292
688.0,3.0,5.0,-0.13660727233458292
669.0,3.0,5.0,-0.13660727233458292
685.0,3.0,5.0,-0.13660727233458292
671.0,3.0,5.0,-0.13728668178522394
705.0,3.0,5.0,-0.13910368553400904
768.0,3.0,5.0,-0.13910368553400904
761.0,3.0,5.0,-0.13910368553400904
684.0,3.0,5.0,-0.13910368553400904
653.0,3.0,5.0,-0.1379006803350766
616.0,3.0,5.0,-0.1379006803350766
608.0,3.0,5.0,-0.1379006803350766
674.0,3.0,5.0,-0.14703537433856312
661.0,3.0,5.0,-0.13910615386988784
